name,about_the_space,price,saves,link,location
Wide Open & Raw Studio Space- Industrial And Ornate,"Located in an old Bedstuy bank, this 2500sf open space is available for events, shoots and exhibits. Tucked away in a discrete and windowless building, the ceilings are 18 feet high and covered in pressed tin. The space is raw and industrial but boasts ornate details like cast iron columns and the bank’s original wood shutters. Ideal for the host seeking that gritty, 1970s New York artist's loft feel.

We do not accept bookings for large ticketed DJ/dance parties. 

Available 24/7. Near A/C & G lines.",200,81,https://www.peerspace.com/pages/listings/56f9788f34f25d0900b13c9e,"Bedford-Stuyvesant, Kings County, NY"
Major Gallery In Chelsea Art District,"Located in the heart of Chelsea, our spacious 3rd floor gallery consists of three loosely divided rooms with high ceilings, large windows, natural lighting, and a view of the High Line, offering the perfect space for art exhibitions, photo and video shootings, receptions, fashion events, promotional events and more. 
Minimum 3 hours rental available only before 3pm. We offer daily rates from 10am to 5pm $1400. After 5pm will be charged hourly $240. Weekly and monthly rentals are negotiable.",200,32,https://www.peerspace.com/pages/listings/570ad8ae707e1a1600085206,"Midtown, New York, NY"
Spacious Industrial Loft Space In Greenpoint,"The space is a loft in the industrial part of Greenpoint. It is a collaborative space where 2 of us live and both pursue our creative projects (events and music) using the space. We want to open this beautiful spacious loft to other suitable creative projects. (photoshoots, dinner parties, small pop up galleries, showrooms, retail, etc.)

The open space is approx 900 sq feet. It has tall ceilings, huge windows overlooking the manhattan skyline, hardwood floors and a jungle of greenery and plants. The walls are white and furniture is minimal and can be moved around. There is also access to a huge rooftop with 360 degree views of the city, perfect for photoshoots. 

The loft is equipped with some basic studio equipment: a seamless stand, an assortment of seamless rolls, a garment rack, blackout curtains,  and 2 x 8ft V-Flats.

Please enquire about flat day rates for longer shoots.",100,28,https://www.peerspace.com/pages/listings/56c372f8a6a1651600cd1865,"Greenpoint, Kings County, NY"
Stunning Grand Nomad Loft Gem,"A specular design executed to pristine perfection in this full floor 3300 sqft Nomad Gem. One block away from Ace, Nomad Hotel, this home has four exposures with 28 windows and city skyline view. Private keyed elevator, 38 ft-long gallery, 12' high ceiling, grandeur living room, open modern kitchen with 14ft-ltalian marble counter; projector, Apple TV, Bose surround sound system, Steinway grand piano, big white wall space, dimmable designer lighting system...all make this home a dream space for all purposes. It offers great canvases to create your dream events with space,convenience and privacy. Though our grand 1400 sqft living room can accommodate over 120 people, we welcome up to 40 people at the moment to guarantee the best experience your guests will cherish for a long time. Our beautiful office room is available as a breakout room upon request. (additional fee may apply). Price quote vary based on the impact of the production. 

This home is located at the high floor in a Boutique building in Northern Chelsea.  The home is mere moments from destinations, such as The Breslin Bar & Dining Room at the Ace Hotel, Library at NoMad Hotel,Eataly,Whole Foods Market, Trader Joe’s and Madison Square Park and the Flatiron District. 

There are three subway lines are within a two block radius, minutes to Penn Station transportation hub for Amtrak,LIRR and NJ Transit travel options.",460,22,https://www.peerspace.com/pages/listings/58e516dc6191d20b0047f26d,"Midtown, New York, NY"
Industrial Luxury Loft,"Perfect for:
Product Launches / Company Offsites / Panel Discussions / Seminars / Film Screenings / Location Photo Shoots

A designer's dream come true, Blender is an impressive and sophisticated space that stands above the rest, the perfect space and community to take your business to the next level.
Located at the heart of NoMad, this 3,000 SF event space and meeting space includes designer furniture and and upscale environment for entertaining.

Tastefully designed and fully furnished, this space offers high class design with a casual and comfortable touch. Big windows and lots of natural light as well as high ceilings help to add an open atmosphere, while various couches invite stimulating conversations.

With an industrial, yet classy look, this corporate event location is very NYC chic and definitely expresses the flair of our beloved city. To fit your requirements, the light and seating can be customized to your specific wishes. No matter the occasion, this corporate event venue will provide the understatement and sophistication necessary to make your guests feel welcome. 

Various extras are available to be booked in addition to the room, including a flipchart, projector, screen, a microphone for speeches. If you’re planning on offering catering, feel free to take advantage of our well-equipped behind bar area. Speak to us about options to employ our trained service staff to serve you delicious meals.

A big advantage of this space is undoubtedly its location.  The venue is very well connected with subway stops only meters away (line 4 and 6). If your guests are from outside the city, they will surely appreciate that the corporate event venue is only two blocks away from the Empire State Building, which they could visit before or after your gathering. And speaking of foreign guests: If you think about hosting a gathering in the later evening, be assured that there are numerous hotels close by this corporate event location, such as “The Roger New York”. Get in touch with us now to discuss the details of your corporate outing! We’ll make sure you will have an unforgettable experience with us.",500,22,https://www.peerspace.com/pages/listings/58349fa76d8c590900e62807,"Midtown, New York, NY"
Light-filled Soho Loft With Classic Detail And Modern Amenities,"1800 sq. ft. loft in the heart of SoHo. 15' ceilings with original tin. Exposed brick.  Floor to ceiling windows with amazing northern light. 2 newly renovated private bathrooms.  Beautiful kitchenette with coffee and espresso maker. WiFi and wireless printer. Bose sound system with bluetooth wifi connection. Comfortable lounge area with dining and work table. One flight of stairs up. We promise, it's worth it!

Day rates apply from 8am-6pm. Please inquire about weekend and evening rates.  Evening and weekend rates are $50/hr more than daily rate. 

Our studio loft is equipped to host creatives spanning every industry. We offer a robust assortment of grip and expendables included in the studio rental. We are creative thinkers and problem solvers; our staff is warm and accommodating and expect to go above and beyond to allow you to create with ease and flexibility.",200,100,https://www.peerspace.com/pages/listings/58b0fcecbd82120a00c6594b,"Lower Manhattan, New York, NY"
Retail Store Front In Art Deco Building In The Heart Of Chelsea.,"This is an open space in the back of an operating retail shop. The space can be made private, but the store in front will continue to operate. 

If you'd like to rent the entire venue click on my profile photo to see the full venue listing.

Ideal for:
- Events 
- Fashion shows
- Art openings
- Photography studio
- Corporate seminars

- 20 ft wide front with two large windows and original brass work.
- Front Reception Area to greet guests
- Large showroom or meeting space, 600 square feet, center table and metal and glass fixtures available
- Gallery quality lighting, high quality display fixtures if needed
- Storage space available
-Assistance with event planning at additional cost",150,28,https://www.peerspace.com/pages/listings/56f32b574a97311600da632a,"Chelsea, New York, NY"
Bright Mid Century Inspired Greenpoint Apartment,"Thanks for checking out our space! Our apartment is bright, clean, and filled with plants! We have decorated with a mix of Mid Century Modern, vintage, and contemporary furniture. 

The third floor apartment opens up to a small galley style kitchen and leads into our bedroom. Our bedroom has one large window that faces McGolrick Park. Our living room has clean white walls, light colored tiled floors, and two large windows that get really great light throughout the day.

Our apartment has been successfully used in interior design, wedding decor shoots, and simply for lifestyle photos. Our space has also been used for production photos of blankets, fabric, and decor items. Because we live here, the photos tend to reflect a more realistic and lived-in vibe.

We're located a block away from McGolrick Park, which is a historic strolling park with huge mature trees. (We think it's the most beautiful park in the city!) The middle of the park houses a classical brick and limestone Shelter Pavilion. Within a five minute walk you can find Variety Coffee, Pie Corps, Goldies Bar, The Drift Bar, Vinnies Pizza, and Selamat Pagi. 

The bedroom is approximately 9.5' by 13'.
The living room is 17' by 9.5'.",80,36,https://www.peerspace.com/pages/listings/58484d597d05ad1600ce1068,"Greenpoint, Kings County, NY"
Spacious Art Gallery In Lower East Side,"Gorgeous and spacious art gallery in the trendy Lower East Side of Manhattan. Tucked away in a landmark building surrounded by restaurants, bars, and galleries on historic Orchard Street. Rustic floors, vaulted 12-foot tin ceilings, movable track lighting, large boxed storefront windows. This space available for rental by the hour or for longer stays. Perfect for your special event, launch party, book signing, photoshoot, fashion show, wedding proposal, etc. The possibilities are endless!

Art exhibits rotate regularly within our space. Events that embrace our curated decor are preferred, but pieces can be removed if necessary. Please note that some exhibitions may not be able to be moved and/or may be removed at an additional cost.

We have two 9-foot folding tables and 40 black folding chairs available for use at no additional cost. We also have WiFi available. We are on the ground floor and therefore handi-cap accessible, though our bathroom is downstairs. We have a small fridge that accommodates at least one case of wine available for use. 

We are located in the Lower East Side on Orchard Street between Grand and Hester. The gallery is less than a 5 minute walk from Grand St (B,D), Delancey St (F), and Essex St (J, M, Z). There are a number of excellent and trendy bars, restaurants, and shops within 5 minutes walk. This block of Orchard Street has an abundance foot-traffic.",250,38,https://www.peerspace.com/pages/listings/569937a97b96ae06005f8a18,"Lower Manhattan, New York, NY"
Lower Westchester Creative Space Rental With Stage & Bar Area,"Creative space rental. Over 1,000 sq feet of space with a stage area and bar. Perfect for film, television, as well as small private events (no parties) . Fios internet available as well as printer",100,3,https://www.peerspace.com/pages/listings/59401dcb96f7bb0b004f422f,"South Side, Mount Vernon, NY"
Uptown Home Studio W/ White Brick & Amazing Daylight,"This beautiful home studio with exposed daylight and beautiful, white brick walls has a cozy and nostalgic vibe. The space can be used for photo/video shoots, and is particularly nice for product and portrait shoots. This is an affordable, quick spot rented hourly Monday-Sunday. 

Amenities:

WiFi, AC, clothing racks, hair and makeup stations, tables, chairs,   fridge, a microwave rack, hangers, small steamer, iron, and a number of home props (see pictures for reference)   

Equipment: 

Camera: 
-Polaroid: Fujifilm insta 210 
-Contax T2 
*can be rent for $20 
**(film is not included) 

(1) x Backdrop Support Stand with Crossbar
(1) x Green Muslin | (1) x Black Muslin | (1) White Muslin
(2) x Light Stand | (2) x Heavy Duty Light Stand | (4) x Lightbulb | (2) x Lightbulb Socket
(2) x Softbox Light Diffuser | (2) x Umbrella Reflector
(3) x Studio Clamp | (5) x Backdrop Holders | 

Different color white 87"", pink 107"", nude 107"", and baby blue 57,"" white brick wall with wooden floor
Seamless backdrop that is white or muslin is $25 per color 
*the back drop has to cut through the pole in the middle of the room (see pictures for reference), but the backdrop support stand can be moved around the room.

Pricing Variations:

Standard: $35/hour
Full day rate (10hrs): $300 (highly recommended for shoots)

Misc:

We also have an on-site photographer and make up/hair artist that can be provided for your rental (additional rate to be discussed).

Feel free to visit before booking :)",40,7,https://www.peerspace.com/pages/listings/59757441b1700d6d01a81e4e,"Upper East Side, New York, NY"
Large 2800 Sqft Furnished Loft,"The loft is filming and photo shoot friendly: 
-13' high ceiling 
- Elevator on premise
- Open Plan Kitchen, Dinning Room and Lounge area. 
- 2 Fully furnished bedrooms
- On-site manager
- Quiet apartment perfect for recording audio
- Non metered street parking available
- Air conditioners in all rooms and main lounge area

Past clients include Harper's Bazaar, Glamour magazine,  Dia &Co.

Please message us with the answers to the following questions:

-Crew size (actors/talents included)? 
-Does the production provide insurance? 
-What are the hours you would need the space (from set up to clean up)?
-Will there be any heavy and/or high voltage equipment in use? 
-What area of the loft will you be interested in shooting? 
-Do you plan on shooting in the hallway or in front of the building? 

PRICING: We generally charge $1200 for a 10 hour day (i.e: 9am-7pm) for small crews (talent included) of 10 to 14. $850 for crew of 9 and under. However price will vary depending on the size of the shoot, duration of time needed, number of cast/ crew members etc. Landlord's fee may apply if the size of the crew is above 15. Larger shoots requiring permits, use of the hallway or front of the building will definitely have a landlord fee attached.",160,49,https://www.peerspace.com/pages/listings/57c5c55693487e1f00286c61,"Clinton Hill, Kings County, NY"
Bright Brooklyn Photo / Video Studio,"Our studio is a uniquely hand-crafted photo/video studio located in the up-and-coming arts district, Greenwood, Brooklyn (1 block from Industry City). It has been designed as a creative space for all levels of production.
The studio is easily accessible via express trains, Battery Tunnel, and BQE. Close to Industry City, Park Slope, Red Hook, Bush Terminal, and Sunset Park.  
The studio offers a main interior 1000 sq. ft. shooting space with a clean brick wall, a distressed brick wall, white wall, and 16’ x 7’ unobstructed, south facing window offering beautiful natural light all afternoon with a hair, make-up, and wardrobe station.. Additionally there is a 750 sq. ft. custom designed roof deck , and a 1000 sq. ft. raw roof on the top floor.  

Strobe packages are available for rent, as well as iMac for tethered shooting with Capture One, iPad for clients, seamless, and props.

See our event listing for event rates or contact us here.",125,78,https://www.peerspace.com/pages/listings/55ad6086852e200600109037,"Greenwood, Kings County, NY"
"One-of-a Kind Multipurpose/ Event Space In Gowanus, Brooklyn","A place where potential can find its purpose: Located in the diverse neighborhood of Gowanus Brooklyn, our 850 square foot multi purpose space offers the perfect setting for:

Classes/ Workshop/ Client Meeting/ Pop-up store / Bridal/ Baby shower / Pop-up Dining/ Presentation/ 
      Team Meeting / Photoshoot/ Performance Art / Film Screening

Our space can accommodate up to 30 guests and feature a unique all white interior. 


Rental hours include set up and clean up time.",150,7,https://www.peerspace.com/pages/listings/589dffacbd82120a00c61ff7,"Gowanus, Kings County, NY"
Beautiful Ground Level Art Gallery Or Event Venue,"Located in the heart of Manhattan, a short walking distance from Columbus Circle and Central Park. Conveniently located in between Upper West Side and Midtown. 

This ground level 1800 sq feet space boasts soaring 24"" ceilings, 2 beautiful private rooms, kitchen and bathroom. It is beautifully renovated and has beautiful light and ambiance. We have chairs, white board, screen, projector, WIFI. We have successfully hosted art exhibits, private parties, film and photo shoots, large corporate off-site meetings, etc. etc. 

Easy to book on a short notice. Previews are welcome. Please feel free to contact me with any questions. I will do my best to make your event work! You are welcome to preview. Looking forward to hosting your next event!",155,43,https://www.peerspace.com/pages/listings/573e412a867ecd0900d2306c,"Upper West Side, New York, NY"
10 Person Private Conference/classroom (#12),Room 12 is a larger 8-10 person classroom tons of natural light and a whiteboard.  This space is great for off-site meetings and training sessions.,75,6,https://www.peerspace.com/pages/listings/596fced65257683701ac62c9,"Midtown, New York, NY"
Downtown Lower Eastside Loft With Floor To Ceiling Windows,"The space works great for any photo/video shoot as well as professional events to gather people. No parties. Past uses include movie shoots, photo shoots, commercials, working space, yoga lessons, campaign events and other fundraisers. You can fit 30 people standing and 15 people sitting in the space comfortably. Only street parking is available.


1200 square feet of space
Two bedroom, Two Bathroom
Two balconies
Floor to ceiling windows
Modern Appliances
Pop art and industrial decorations
Elevator opens into the apartment
Googler lives in the space
Only street parking available
All areas of the space are available for production purposes.
The new construction makes it relatively sound proof. 
Power capabilities are typical to any new construction.",99,53,https://www.peerspace.com/pages/listings/5930338c96f7bb0b004edfe4,"Lower Manhattan, New York, NY"
Prime Les Gallery Space Street Level,"Prime LES retail space at Eldridge and Delancey available for pop ups and events. Approx 350 square feet with separate restroom that can also be used. The space is completely renovated with large windows, white walls and bright natural lighting. The location can't get any better - lots of foot traffic all day and night!

Our space is the perfect spot for:
Corporate Social Events
Meetings/Conferences
Business meetings
Social/Special events
Art Shows & Events
Fundraisers
Fashion events
Photo Shoots
Film screenings
Training
Pop Up Events
Presentations
Workshops
Wine tastings
Book Signings",85,26,https://www.peerspace.com/pages/listings/577bda4b7cdf7209005e7910,"Lower Manhattan, New York, NY"
"Modern & Sophisticated, Nyc Midtown – Times Square","Private, deluxe conference room located within bi-level creative coworking environment. Enter through a dramatic steel vault entrance with comfortable seating for up to 15. 

Great for: presentations, client and team meetings, business lunches, workshops, corporate meetings, photo shoots (upon request), press previews and more

•WiFi and Ethernet Included
•Large screen display with easy hookup (HDMI, VGA compatible)
•Complimentary coffee and tea
•Complimentary fresh, fruit infused water
•Conference telephone
•Catering allowed 
•White Boards available upon request
•Fully staffed front desk with reception",150,54,https://www.peerspace.com/pages/listings/57e5570278994109002247c0,"Midtown, New York, NY"
Well Equipped Large Production Space In Historic Noho,"SUMMARY:

Located in New York's historic NoHo neighborhood, our space offers unique event and hosting opportunities in one of the city's most distinct spaces. An urban oasis hidden beneath the streets of New York, our space is an eclectic yet intimate location for private events, business meetings, photo/film shoots, and functions of all kinds looking to distinguish themselves form the usual offerings.

150 plush, theater-style seats with beverage holders ensure maximum comfort, while retractable stadium seating in the rear of the venue guarantees perfect sight lines. Flexible floor plans allow organizations to craft their event via a seated arrangement, an open floor plan, or a combination of both.

We also bring the same technical attention to your event that we bring to our concerts — including theatrical lighting and a state-of-the-art sound system, plus a proficient and attentive technical crew to execute your vision.

Whether it's a private celebration, a team-building workshop, or a documentary film shoot, we know that your event is a direct reflection of your brand, and we will do everything we can to ensure that your time with us is memorable from start to finish.

__________________________________________________

VENUE AREA:
3000 Square Feet
Seating for 150-200
Green Room with Bathroom and Shower

STAGE AREA:
25’ wide x 10’ deep performance area with a 16’ x 5’ extension
8.5’ general ceiling height
20” stage face versus the recessed floor area

ACCESS:
Freight Elevator Access from the Street Level
2000 LB Weight Limit
Dimensions are 6.5' L x 4.5' W x 7.5' H
NOTE: Additional Passenger Elevator and Handicap Access

SUBWAY:
6 to Bleecker St.
B, D, F, or F to Broadway / Lafayette St.
N or R to Prince St.
J or Z to Bowery

PARKING:
Local parking garages and neighborhood street parking

________________________________________________

-TECH (SOUND)-

FRONT OF HOUSE CONSOLE:
Yamaha CL1 console
(1) Yamaha 3224D stage boxes for a total of 32 inputs from stage

SPEAKERS:
(4) D+B 12s speakers
(2) D+B B2-SUB subwoofers
(2) D+B 8s front fills
(3) D+B D12 amplifiers for front of house

MONITORS:
(6) D+B MAX monitors (12” low profile)
(3) D+B D6 amplifiers
*There is no monitor console in house. Provisions for six (6) mixes from FOH.

MICROPHONES:
AKG D112 - (1)
Audix D-6 - (1)
Audio Technica AT-4040 - (2)
Shure SM57 - (6)
Shure SM58 - (6)
Shure SM 81 - (2)
Shure Beta 56 - (4)
Shure Beta 58A (2)
Shure Beta 87A - (4)
Shure Beta 91A - (1)
Shure Beta 98 H/C - (4)
Neumann TLM-103 - (2)
Neumann MK-184 - (4)
Sennheiser e-609 - (4)
Sennheiser e-906 - (2)
**Wireless**
Countryman E6 Headset Mics (2)
Countryman E6 Lav (2)
Shure Wireless SM58's

-TECH (LIGHTING)-

MAIN CONSOLE:
ETC Ion 1000 w/ dual Elo touch-screens
(1) 2×20 Universal Fader Wing
(1) 2×10 Universal Fader Wing

DIMMING/DISTRIBUTION:
ETC SR Dimmers (60 available for stage)

FIXTURES:
(4) Chroma-Q Color Force 72
(24) Chroma-Q Color Force 12
(9) ETC Source Four 50º

-TECH (VIDEO)-

PROJECTOR/SCREEN:
Panasonic PT-D5500UL DLP Projector
DaLite 83”x144” frame with High Contrast Da-Mat screen

INTERFACES:
VIDEO: BNC x 1
RGB (YPbPr) 1: BNC x 3 & BNC x 2 for HD SYNC, VD
50’ RCA x 3 Cable (with BNC adaptors)
RGB (YPbPr) 2: DSUB 15-pin female (VGA) x 1
75’ SVGA Cable
S-VIDEO: MIN 4-pin DIN x 1
DVI-D Video: 24-pin DVI connector x 1

___________________________________________

TABLES:
6' folding tables (4)
Tall Boys
Low Boys
Bar Stools (8)
Flexible Theater Style Seating for 150 

ADDITIONAL SERVICES:
Lighting Engineer 
Sound Engineer 
Production Assistant 
Recording 
Chair Removal Fee ",750,31,https://www.peerspace.com/pages/listings/56671f7a9d390f060074d608,"Lower Manhattan, New York, NY"
Spacious And Quiet Four Bedroom 4500 Sq Ft Furnished Industrial Loft,"DISCOUNTED RATE for the Month of JULY!!!!!!
The advertised rate is only for the month of July for max guests of 25. Please refer to out pricing section or message use for our regular rate.


SUMMARY: 
This extremely rare 4500 sqft loft is the epitome of Brooklyn loft living. Huge open lounge area with 20 person communal dining table, exposed brick, open kitchen and wall of windows. Natural light pours in from the north and south. Centrally located on a very quiet street with plenty of street parking. Elevator and wide halls provides easy load in for crew. Space is large enough to host a large crew, have separate holding rooms for actors and store equipment without affecting the shoot. 


DETAILED DESCRIPTION: 

-4500 sqft/ 4 bedroom/ 1 bath loft 
-13' high ceiling 
- Elevator building 
- Space to store equipment without affecting the shoot
- Open Plan Kitchen, Dining Room and Lounge area 
- Natural light from the north and south 
- 4 Fully furnished bedrooms (great for shooting or as holding rooms for actors)
- On-site manager
- Quiet street perfect for recording audio
- Extra styling items such as pillows, planters, dishware, bedding and art available for rent 
- Non-metered street parking is available. 

We’ve worked with large crews from MTV, VH1, ABC, HBO, SONY
And small crews from PBS, Tazo Tea and VICE as well as many indie film projects and advertisers. We love working with a variety of crew sizes, projects and budgets. 

Please message us with the answers to the following questions: 

-Crew size (actors included)? 
-Does the production provide COI? 
-What are the hours you would need the space (from set up to clean up)?
-Will there be any heavy and/or high voltage equipment in use? 
-What area of the loft will you be interested in shooting? 
-Do you plan on shooting in the hallway or in front of the building? 


PRICING:  We generally charge $1800 for a 10 hour day (i.e: 9am-7pm) for small crews of 14 and under. However price will vary depending on the size of the shoot, duration of time needed, number of cast/ crew members etc. Landlord's fee may apply if the size of the crew is above 15. Cleaning fee of $200 not included in hourly rate. 

Note:  Larger shoots requiring permits, use of the hallway or front of the building will have a landlord fee attached.

GETTING AROUND: 
The loft is serviced by the G train at the Classon Ave stop and the C Train at the Clinton / Washington stop (20 minutes to downtown Manhattan) and several buses which travels within Brooklyn. By car, the Williamsburg and Brooklyn bridge from lower Manhattan should get you here in 20 minutes.",165,40,https://www.peerspace.com/pages/listings/5755d659df9a4a0900516f0a,"Clinton Hill, Kings County, NY"
Ivory Raw Loft In Chelsea,"Our venue is located in the heart of NYC`s art district, Chelsea.

This spacious 2,000 sq. ft. artist loft is the ideal location for photo and video shoots, exhibitions, end even luxurious private events.

The space is frequently used as a photography location, appearing in editorials for Self, Shape, Cosmopolitan, Zink, Fault, Tinsel Tokyo with celebrities such as Tyra Banks, Jonas Brothers, Daymon John and many more.

Many highlights of the space can be seen in the unique textures and custom designed furniture.

Features include:11 ft. high ceilings

Various textures, including: Large white brick wall, exposed brick wall, clean white wall, white stained oak wood accent wall, 100+ year old metal doors, fire escape, and white stained flooring.

The full kitchen includes a custom made floating concrete bar.

Stationary HD Projector and A/V system with 100 inch drop screen included.

Furniture options: 2 custom designed oak wood benches, dining chairs, glass tables, folding tables and 3 sofas. 
Private room available for hair/makeup & styling changes or storage.

Large windows which provide beautiful natural light in the day and custom designed light sconces and track lighting offer a chic ambiance in the evening.",345,46,https://www.peerspace.com/pages/listings/577294b47cdf7209005e6808,"Midtown, New York, NY"
A Huge Debonair Loft/event Space In Midtown Manhattan,"Give any special occasion the flair and style it deserves.

The elevator opens up to this gorgeous space guaranteed to dazzle and impress! If you're looking for the perfect venue for you next event, you've just found it!

Located steps from the Empire state building, and 8 blocks from grand central, our location is convenient to all transportation. Side street parking is free and there are 5 parking garages within a 1/4 mile.

Guests have access to a half kitchen with a sink, large sub zero refrigerator, microwave and bar. There is a projector, sound system & 4 large air conditioners, 2 bathrooms and private elevator access.",100,60,https://www.peerspace.com/pages/listings/56aa62afa6a1651600cceb83,"Midtown, New York, NY"
Industrial Loft Photography Studio - Daylight And Cyclorama,"Our photography studio is a 2000 square-foot space for photography and video production. The cyclorama wall is always ready for fashion shoots, music videos and portraits and the studio’s wall of south-west facing windows makes for fantastic natural light photography.

We are open to hosting events, get in touch for a quote.",80,53,https://www.peerspace.com/pages/listings/59357c8a96f7bb0b004ef83d,"Ridgewood, Queens County, NY"
Stunning Meeting Room B For 6 - Meeting Room B,"Meeting room features:

-6 person capacity
-Modern, Oval White Marble Conference Table
-Ergonomic Black Leather Executive Chairs
-46"""" Samsung High-Definition LED TV for your Presentations
-VoIP High Definition Teleconferencing
-High-Definition Video Conferencing upon Request
-VGA & HDMI inputs for Personal Computers
-Wifi & Wired Ethernet Connectivity
-Catering Available",55,1,https://www.peerspace.com/pages/listings/59726b3bd0f9475201489270,"Midtown, New York, NY"
Great 70's Style House With Carriage House And Pool,"Great 70's style house on spectacular acre + tri level property in estate section of Englewood, NJ roughly 5-10 minutes from the GW Bridge. Has a separate carriage house, pool and gazebo, all included in your booking.  Great for off site meeting, photo shoots and/or filming.
Maximum number of guests is approximately 150 for out door events and approximately 25 for indoor events.",125,42,https://www.peerspace.com/pages/listings/5797bae7a2326e160048ead9,"None, Englewood, NJ"
"Perfect, Modern Midtown Meeting Room For 6 - Meeting Room E","6 person capacity
    Modern, Oval White Marble Conference Table
    Ergonomic Black Leather Executive Chairs
    48"" Samsung High-Definition LED TV for your Presentations
    VoIP High Definition Teleconferencing
    High-Definition Video Conferencing upon Request
    VGA & HDMI inputs for Personal Computers
    Wifi & Wired Ethernet Connectivity
    Catering Available
     Receptionist",60,0,https://www.peerspace.com/pages/listings/597601e4b1700d6d01a81ef8,"Midtown, New York, NY"
"Smart Soho Loft, High Tech Av","Extraordinary Downtown Soho Loft.  Rent our space a la carte, or partner with us to create a turn key experience for your event.

Rate listed is for up to 25 people.  Rate is $350/hr for up to 50, $400/hr for up to 75.  Discounts available to qualified non-profits and multi-day or multi-space reservations.

SPACE INFO & EXTRAS:
• Stylishly designed, fully furnished, extra tables and chairs available
• Full kitchen and private bathroom
• Elevated presentation stage w/ spotlight and vintage microphone
• Projector in-ceiling and drops down when in use.  150"" widescreen image!
• Sonos system throughout the space (easy access to Spotify, Pandora, and Tidal)
• Color Changing Lights.  Choose any color for the space via touchscreen
• Motorized shades.  Darken the room, or open to reveal the beautiful view
• Smart lighting.  Mood lighting, easily turn all lights on/off or dim
• Customizable Digital Screens - able to add your logo,slideshow or video playlists
• Hidden Disco Ball that drops from the stage ceiling with a click of a button
• 60"" LED TVs on rolling carts - connect wirelessly to laptops (two available)
• Stella Artois beer machine available
• Closet full of offices supplies available
• Additional Lounge space available on same floor

Corporate and daytime events  

Easily accessible by public transit.  6, N, R, Q, F, A, C, E",295,42,https://www.peerspace.com/pages/listings/57518f5cdf9a4a09005166d0,"Little Italy, New York, NY"
Medium Ergonomic Conference Room For 14,"Meeting Room Features:

-14 person capacity
-Modern, Sustainable Wood Laminate Conference Table & Matching Serving Credenza
-Ergonomic Black Leather Executive Designer Chairs
-55"""" Samsung High-Definition LED TV for your Presentations
-VoIP High Definition Teleconferencing with Microphones at Table Ends
-High-Definition Video Conferencing upon Request
-HDMI & VGA inputs for Personal Computers
-Electrical Receptacles and USB charging station in Table for Easy Access to Power
-Wifi & Wired Ethernet Connectivity
-Presentation Easel with Whiteboard & Markers
-Catering Available",85,2,https://www.peerspace.com/pages/listings/5975fea1b1700d6d01a81ea9,"Midtown, New York, NY"
Photo/music/film Space,"This is a DAY RENTAL for a photo space/ post/music studio - multipurpose creative space.

multipurpose space/studio equipped with

- 9ft wide backdrops in white, black and gray. 
- Yamaha HS7's & HS8S Sub Woofer
- Fully Loaded Studio Computer
- 50'' studio monitor
- Playstation 4
- Kitchen
- Bathroom & Shower
+ more
private entrance and great street/area for free parking",125,5,https://www.peerspace.com/pages/listings/58e81e826191d20b00480603,"Greenpoint, Kings County, NY"
Unique Downtown Cabin-like Loft,"Available for film and location rental.
12 feet wooden original ceilings;
original iron windows,
approximately 800 sq feet with sliding doors open.
loft opens up to the kitchen area.

(*Entire accessible floor is  2500 sq feet, enquire more if you require staging area. Seperate rate)

This space used to be a martial arts studio, its original awning still hung up on its entrance.

We are two photographers who love the personal touch. 

Previous clients include: Vogue.com, Bon Appetit, H&M, Urban Outfitters and more.

Suitable for:
Private Events
Dinner
Film Shoot
Meeting
Photo Shoot
Pop-Up",95,77,https://www.peerspace.com/pages/listings/56dc91f75066e60900111ec2,"Lower Manhattan, New York, NY"
Furnished Loft W Outdoor Space,"We are a full-service event space for private parties, corporate events, pop-ups and photo shoots. Our full-floor loft hosts up to 70 guests. We provide staff, catering and bar. We do all the work so you can enjoy your event

Our dedicated event planner and professional event staff will handle every detail. We aim to make your guests feel appreciated and at home. Please schedule a tour of ours pace prior to booking. . Cost depends on length of rental, season, time and day of week and number of guests.

Guests will have access to entire space and all of it's amenities, plus, our private rooftop.

A manager will be onsite during your entire event.

The Neighborhood

Flatiron is in the very heart of Manhattan. Blocks from Union Square, Chelsea, West Village, NoMa, and Time Square. The iconic Flatiron Building, beautiful park and amazing shops, are right outside!

Getting Around

Free parking in front of building after 7pm. Paid parking lot across the street. Two subways one block away. Very easy to get cabs",340,16,https://www.peerspace.com/pages/listings/57491783df9a4a0900515708,"Midtown, New York, NY"
Private Furnished Office For Hourly/daily Rental,"Private Furnished office for hourly/daily or even weekly rental. Your own private space, at a low rate inside a luxury office suite with full time reception, conference rooms available, kitchen and all business amenities on site...",50,1,https://www.peerspace.com/pages/listings/5972673cd0f9475201489177,"Financial District, New York, NY"
